id,comp,question,clean,pos,lemma
15148,0,what is network settings,what is network settings,"['WP', 'VBZ', 'NN', 'NNS']","['what', 'be', 'network', 'setting']"
22226,1,"What are the best aspects of living in Glasgow, UK as a young adult?",what are the best aspects of living in glasgow uk as a young adult,"['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'VBG', 'IN', 'NNP', 'NNP', 'IN', 'DT', 'JJ', 'NN']","['what', 'be', 'the', 'best', 'aspect', 'of', 'live', 'in', 'glasgow', 'uk', 'as', 'a', 'young', 'adult']"
19947,0,how long before insulin takes effect,how long before insulin takes effect,"['WRB', 'RB', 'IN', 'NN', 'VBZ', 'NN']","['how', 'long', 'before', 'insulin', 'take', 'effect']"
26112,0,How do you repond to someone who sent you a thank you message for sending them condolences for the loss of a loved one?,how do you repond to someone who sent you a thank you message for sending them condolences for the loss of a loved one,"['WRB', 'VBP', 'PRP', 'VB', 'IN', 'NN', 'WP', 'VBD', 'PRP', 'DT', 'VB', 'PRP$', 'NN', 'IN', 'VBG', 'PRP', 'NNS', 'IN', 'DT', 'NN', 'IN', 'DT', 'VBN', 'NN']","['how', 'do', 'you', 'repond', 'to', 'someone', 'who', 'send', 'you', 'a', 'thank', 'you', 'message', 'for', 'send', 'they', 'condolence', 'for', 'the', 'loss', 'of', 'a', 'love', 'one']"
21558,1,Which is best intermediate colleges in Hyderabad for IIT?,which is best intermediate colleges in hyderabad for iit,"['WDT', 'VBZ', 'JJS', 'JJ', 'NNS', 'IN', 'NNP', 'IN', 'NNP']","['which', 'be', 'best', 'intermediate', 'college', 'in', 'hyderabad', 'for', 'iit']"
20656,0,what is accounts payable?,what is accounts payable,"['WP', 'VBZ', 'NNS', 'JJ']","['what', 'be', 'account', 'payable']"
10753,0,who created the consumer financial protection b,who created the consumer financial protection b,"['WP', 'VBD', 'DT', 'NN', 'JJ', 'NN', 'NN']","['who', 'create', 'the', 'consumer', 'financial', 'protection', 'b']"
6657,0,when is ap rookie of the year announced nfl,when is ap rookie of the year announced nfl,"['WRB', 'VBZ', 'NN', 'NN', 'IN', 'DT', 'NN', 'VBN', 'NNP']","['when', 'be', 'ap', 'rookie', 'of', 'the', 'year', 'announce', 'nfl']"
19875,0,how to check history on safari,how to check history on safari,"['WRB', 'TO', 'VB', 'NN', 'IN', 'NN']","['how', 'to', 'check', 'history', 'on', 'safari']"
13101,0,where is nettle usually grown,where is nettle usually grown,"['WRB', 'VBZ', 'NN', 'RB', 'VBN']","['where', 'be', 'nettle', 'usually', 'grow']"
5120,0,do you need a visa to go to trinidad from jamaica,do you need a visa to go to trinidad from jamaica,"['VBP', 'PRP', 'VB', 'DT', 'NN', 'TO', 'VB', 'IN', 'NNP', 'IN', 'NNP']","['do', 'you', 'need', 'a', 'visa', 'to', 'go', 'to', 'trinidad', 'from', 'jamaica']"
13564,1,what are your favorite food,what are your favorite food,"['WP', 'VBP', 'PRP$', 'JJ', 'NN']","['what', 'be', 'you', 'favorite', 'food']"
23963,0,"Can just anyone see my pictures, if I put them on Google Photo?",can just anyone see my pictures if i put them on google photo,"['MD', 'RB', 'NN', 'VB', 'PRP$', 'NNS', 'IN', 'PRP', 'VBP', 'PRP', 'IN', 'NNP', 'NN']","['can', 'just', 'anyone', 'see', 'my', 'picture', 'if', 'i', 'put', 'they', 'on', 'google', 'photo']"
10612,0,what nail polish is dissolved in a stone which substance is the salute in which is the solvent,what nail polish is dissolved in a stone which substance is the salute in which is the solvent,"['WDT', 'NN', 'NN', 'VBZ', 'VBN', 'IN', 'DT', 'NN', 'WDT', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'WDT', 'VBZ', 'DT', 'NN']","['what', 'nail', 'polish', 'be', 'dissolve', 'in', 'a', 'stone', 'which', 'substance', 'be', 'the', 'salute', 'in', 'which', 'be', 'the', 'solvent']"
8604,0,'where does don''t drink the kool aid come from',where does don t drink the kool aid come from,"['WRB', 'VBZ', 'PRP', 'NNP', 'VB', 'DT', 'NN', 'NN', 'VB', 'IN']","['where', 'do', 'don', 't', 'drink', 'the', 'kool', 'aid', 'come', 'from']"
37741,0,what are the survival rates for lung transplant patients like addie r,what are the survival rates for lung transplant patients like addie r,"['WP', 'VBP', 'DT', 'NN', 'NNS', 'IN', 'NN', 'NN', 'NNS', 'IN', 'NNP', 'NNP']","['what', 'be', 'the', 'survival', 'rate', 'for', 'lung', 'transplant', 'patient', 'like', 'addie', 'be']"
6003,0,who wrote keep right on to the end of the road,who wrote keep right on to the end of the road,"['WP', 'VBD', 'VB', 'RB', 'RB', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN']","['who', 'write', 'keep', 'right', 'on', 'to', 'the', 'end', 'of', 'the', 'road']"
27565,0,Is it true that Hillary Clinton and Bill Clinton are getting a divorce?,is it true that hillary clinton and bill clinton are getting a divorce,"['VBZ', 'PRP', 'JJ', 'IN', 'NNP', 'NNP', 'CC', 'NN', 'NNP', 'VBP', 'VBG', 'DT', 'NN']","['be', 'it', 'true', 'that', 'hillary', 'clinton', 'and', 'bill', 'clinton', 'be', 'get', 'a', 'divorce']"
27321,0,"Is an 8 1/4 inch long and 6 inch in girth penis too small for a girl? I am 15, by the way.",is an 8 1 4 inch long and 6 inch in girth penis too small for a girl i am 15 by the way,"['VBZ', 'DT', 'CD', 'CD', 'CD', 'NN', 'JJ', 'CC', 'CD', 'NN', 'IN', 'NN', 'NN', 'RB', 'JJ', 'IN', 'DT', 'NN', 'PRP', 'VBP', 'CD', 'IN', 'DT', 'NN']","['be', 'a', '8', '1', '4', 'inch', 'long', 'and', '6', 'inch', 'in', 'girth', 'penis', 'too', 'small', 'for', 'a', 'girl', 'i', 'be', '15', 'by', 'the', 'way']"
4494,0,where are antelope found in the united states,where are antelope found in the united states,"['WRB', 'VBP', 'NNS', 'VBN', 'IN', 'DT', 'NNP', 'NNP']","['where', 'be', 'antelope', 'find', 'in', 'the', 'united', 'states']"
17036,0,white woman who changed her skin color to black,white woman who changed her skin color to black,"['JJ', 'NN', 'WP', 'VBD', 'PRP$', 'NN', 'NN', 'IN', 'JJ']","['white', 'woman', 'who', 'change', 'she', 'skin', 'color', 'to', 'black']"
2301,0,when is season 2 of ballers coming out,when is season 2 of ballers coming out,"['WRB', 'VBZ', 'NN', 'CD', 'IN', 'NNS', 'VBG', 'RP']","['when', 'be', 'season', '2', 'of', 'baller', 'come', 'out']"
9525,0,how did ww2 end in europe and the pacific,how did ww2 end in europe and the pacific,"['WRB', 'VBD', 'NNP', 'NN', 'IN', 'NNP', 'CC', 'DT', 'NNP']","['how', 'do', 'ww2', 'end', 'in', 'europe', 'and', 'the', 'pacific']"
14036,0,how to backup my data in windows 8.1,how to backup my data in windows 8 1,"['WRB', 'TO', 'VB', 'PRP$', 'NN', 'IN', 'NNS', 'CD', 'CD']","['how', 'to', 'backup', 'my', 'data', 'in', 'window', '8', '1']"
20843,0,how much does the value of your home increase with a complete kitchen remodel,how much does the value of your home increase with a complete kitchen remodel,"['WRB', 'JJ', 'VBZ', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NN']","['how', 'much', 'do', 'the', 'value', 'of', 'you', 'home', 'increase', 'with', 'a', 'complete', 'kitchen', 'remodel']"
12729,0,why do people smoke rez,why do people smoke rez,"['WRB', 'VBP', 'NNS', 'VBP', 'NN']","['why', 'do', 'people', 'smoke', 'rez']"
19100,0,how many teeth on top,how many teeth on top,"['WRB', 'JJ', 'NNS', 'IN', 'NN']","['how', 'many', 'tooth', 'on', 'top']"
14359,0,did jack dempsey marry,did jack dempsey marry,"['VBD', 'NNP', 'NN', 'VB']","['do', 'jack', 'dempsey', 'marry']"
18909,0,are upper respiratory infections contagious in dogs,are upper respiratory infections contagious in dogs,"['VBP', 'JJ', 'JJ', 'NNS', 'JJ', 'IN', 'NNS']","['be', 'upper', 'respiratory', 'infection', 'contagious', 'in', 'dog']"
36880,0,does penicillin cause vaginal itching,does penicillin cause vaginal itching,"['VBZ', 'NN', 'VB', 'JJ', 'NN']","['do', 'penicillin', 'cause', 'vaginal', 'itching']"
3999,1,what is the difference between a bernese mountain dog and a swiss mountain dog,what is the difference between a bernese mountain dog and a swiss mountain dog,"['WP', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NN', 'CC', 'DT', 'JJ', 'NN', 'NN']","['what', 'be', 'the', 'difference', 'between', 'a', 'bernese', 'mountain', 'dog', 'and', 'a', 'swiss', 'mountain', 'dog']"
376,0,how many episodes of season 13 of criminal minds,how many episodes of season 13 of criminal minds,"['WRB', 'JJ', 'NNS', 'IN', 'NN', 'CD', 'IN', 'JJ', 'NNS']","['how', 'many', 'episode', 'of', 'season', '13', 'of', 'criminal', 'mind']"
24683,0,How can I change my B1/B2 Visa to F-1 Visa?,how can i change my b1 b2 visa to f 1 visa,"['WRB', 'MD', 'PRP', 'VB', 'PRP$', 'NN', 'NN', 'NN', 'IN', 'NNP', 'CD', 'NN']","['how', 'can', 'i', 'change', 'my', 'b1', 'b2', 'visa', 'to', 'for', '1', 'visa']"
29658,0,What is the embrassing moment in front of your crush?,what is the embrassing moment in front of your crush,"['WP', 'VBZ', 'DT', 'VBG', 'NN', 'IN', 'NN', 'IN', 'PRP$', 'NN']","['what', 'be', 'the', 'embrass', 'moment', 'in', 'front', 'of', 'you', 'crush']"
36812,0,does coronary artery disease affect the lungs,does coronary artery disease affect the lungs,"['VBZ', 'JJ', 'NN', 'NN', 'VB', 'DT', 'NNS']","['do', 'coronary', 'artery', 'disease', 'affect', 'the', 'lung']"
17427,0,how much to charge for pet visits,how much to charge for pet visits,"['WRB', 'JJ', 'TO', 'VB', 'IN', 'NN', 'NNS']","['how', 'much', 'to', 'charge', 'for', 'pet', 'visit']"
18750,0,why is it called capitol hill seasoning,why is it called capitol hill seasoning,"['WRB', 'VBZ', 'PRP', 'VBN', 'JJ', 'NN', 'NN']","['why', 'be', 'it', 'call', 'capitol', 'hill', 'seasoning']"
39440,0,what does a methacholine challenge breathing test for,what does a methacholine challenge breathing test for,"['WP', 'VBZ', 'DT', 'NN', 'NN', 'NN', 'NN', 'IN']","['what', 'do', 'a', 'methacholine', 'challenge', 'breathing', 'test', 'for']"
36687,0,how many calories.do.you burn jumping on a large trampoline,how many calories do you burn jumping on a large trampoline,"['WRB', 'JJ', 'NNS', 'VBP', 'PRP', 'VB', 'VBG', 'IN', 'DT', 'JJ', 'NN']","['how', 'many', 'calory', 'do', 'you', 'burn', 'jump', 'on', 'a', 'large', 'trampoline']"
19538,0,what is a bleeding stroke,what is a bleeding stroke,"['WP', 'VBZ', 'DT', 'NN', 'NN']","['what', 'be', 'a', 'bleed', 'stroke']"
4607,0,do dogs all have the same blood type,do dogs all have the same blood type,"['VBP', 'NNS', 'DT', 'VB', 'DT', 'JJ', 'NN', 'NN']","['do', 'dog', 'all', 'have', 'the', 'same', 'blood', 'type']"
27187,0,"If the concentration of HCl is doubled, what affect would it have on the result of the reaction of HCl with a metal?",if the concentration of hcl is doubled what affect would it have on the result of the reaction of hcl with a metal,"['IN', 'DT', 'NN', 'IN', 'NN', 'VBZ', 'VBN', 'WP', 'VBP', 'MD', 'PRP', 'VB', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN']","['if', 'the', 'concentration', 'of', 'hcl', 'be', 'double', 'what', 'affect', 'would', 'it', 'have', 'on', 'the', 'result', 'of', 'the', 'reaction', 'of', 'hcl', 'with', 'a', 'metal']"
23255,1,Which country has the longest period of wealth (top 10) in human history? Why?,which country has the longest period of wealth top 10 in human history why,"['WDT', 'NN', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NN', 'JJ', 'CD', 'IN', 'JJ', 'NN', 'WRB']","['which', 'country', 'have', 'the', 'longest', 'period', 'of', 'wealth', 'top', '10', 'in', 'human', 'history', 'why']"
30436,0,What's it like living with someone you completely resent whom you were once deeply in love with?,what s it like living with someone you completely resent whom you were once deeply in love with,"['WP', 'VBZ', 'PRP', 'IN', 'VBG', 'IN', 'NN', 'PRP', 'RB', 'VBP', 'WP', 'PRP', 'VBD', 'RB', 'RB', 'IN', 'NN', 'IN']","['what', 'be', 'it', 'like', 'live', 'with', 'someone', 'you', 'completely', 'resent', 'whom', 'you', 'be', 'once', 'deeply', 'in', 'love', 'with']"
7520,0,what are the black things in hunan chicken,what are the black things in hunan chicken,"['WP', 'VBP', 'DT', 'JJ', 'NNS', 'IN', 'NNP', 'NN']","['what', 'be', 'the', 'black', 'thing', 'in', 'hunan', 'chicken']"
21524,1,What is best investment option?,what is best investment option,"['WP', 'VBZ', 'JJS', 'NN', 'NN']","['what', 'be', 'best', 'investment', 'option']"
37688,0,what are the responsibilities of a not-for-profit org trustee,what are the responsibilities of a not for profit org trustee,"['WP', 'VBP', 'DT', 'NNS', 'IN', 'DT', 'RB', 'IN', 'NN', 'NN', 'NN']","['what', 'be', 'the', 'responsibility', 'of', 'a', 'not', 'for', 'profit', 'org', 'trustee']"
13887,0,what are two kinds of scale present in a work of art,what are two kinds of scale present in a work of art,"['WP', 'VBP', 'CD', 'NNS', 'IN', 'NN', 'JJ', 'IN', 'DT', 'NN', 'IN', 'NN']","['what', 'be', 'two', 'kind', 'of', 'scale', 'present', 'in', 'a', 'work', 'of', 'art']"
21535,1,Where can I found best quality graphic mats in Sydney?,where can i found best quality graphic mats in sydney,"['WRB', 'MD', 'PRP', 'VB', 'JJS', 'JJ', 'JJ', 'NNS', 'IN', 'NNP']","['where', 'can', 'i', 'find', 'best', 'quality', 'graphic', 'mat', 'in', 'sydney']"
27192,0,"If the smooth endoplasmic reticulum was poisoned so that it did not function, what other organelles in the cell would also be affected?",if the smooth endoplasmic reticulum was poisoned so that it did not function what other organelles in the cell would also be affected,"['IN', 'DT', 'JJ', 'JJ', 'NN', 'VBD', 'VBN', 'IN', 'IN', 'PRP', 'VBD', 'RB', 'VB', 'WDT', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'MD', 'RB', 'VB', 'VBN']","['if', 'the', 'smooth', 'endoplasmic', 'reticulum', 'be', 'poison', 'so', 'that', 'it', 'do', 'not', 'function', 'what', 'other', 'organelle', 'in', 'the', 'cell', 'would', 'also', 'be', 'affect']"
12894,0,what machine to use to warm up at the gym,what machine to use to warm up at the gym,"['WDT', 'NN', 'TO', 'VB', 'TO', 'VB', 'RP', 'IN', 'DT', 'NN']","['what', 'machine', 'to', 'use', 'to', 'warm', 'up', 'at', 'the', 'gym']"
36785,0,the mass ratio of hydrogen to oxygen when forming after,the mass ratio of hydrogen to oxygen when forming after,"['DT', 'JJ', 'NN', 'IN', 'NN', 'IN', 'NN', 'WRB', 'VBG', 'RB']","['the', 'mass', 'ratio', 'of', 'hydrogen', 'to', 'oxygen', 'when', 'form', 'after']"
17038,0,are contraceptive sponges still available,are contraceptive sponges still available,"['VBP', 'JJ', 'NNS', 'RB', 'JJ']","['be', 'contraceptive', 'sponge', 'still', 'available']"
10734,0,what is embodied energy,what is embodied energy,"['WP', 'VBZ', 'VBN', 'NN']","['what', 'be', 'embody', 'energy']"
21763,1,What is dark energy vs therodynamics?,what is dark energy vs therodynamics,"['WP', 'VBZ', 'JJ', 'NN', 'IN', 'NNS']","['what', 'be', 'dark', 'energy', 'versus', 'therodynamics']"
30803,0,"While there are ball point pens with many different colour inks, why is it only the black, red and blue inks that seem to work well?",while there are ball point pens with many different colour inks why is it only the black red and blue inks that seem to work well,"['IN', 'EX', 'VBP', 'NN', 'NN', 'NNS', 'IN', 'JJ', 'JJ', 'NN', 'NNS', 'WRB', 'VBZ', 'PRP', 'RB', 'DT', 'JJ', 'JJ', 'CC', 'JJ', 'NNS', 'WDT', 'VBP', 'TO', 'VB', 'RB']","['while', 'there', 'be', 'ball', 'point', 'pen', 'with', 'many', 'different', 'colour', 'ink', 'why', 'be', 'it', 'only', 'the', 'black', 'red', 'and', 'blue', 'ink', 'that', 'seem', 'to', 'work', 'well']"
30699,0,Where is likely to centre given by CBSE for improvement exams?,where is likely to centre given by cbse for improvement exams,"['WRB', 'VBZ', 'JJ', 'TO', 'NN', 'VBN', 'IN', 'NN', 'IN', 'NN', 'NNS']","['where', 'be', 'likely', 'to', 'centre', 'give', 'by', 'cbse', 'for', 'improvement', 'exam']"
13179,0,what is umeclidinium,what is umeclidinium,"['WP', 'VBZ', 'JJ']","['what', 'be', 'umeclidinium']"
21568,1,Which laptop is best to buy within the range of 30000rs?,which laptop is best to buy within the range of 30000rs,"['WDT', 'NN', 'VBZ', 'JJS', 'TO', 'VB', 'IN', 'DT', 'NN', 'IN', 'NNS']","['which', 'laptop', 'be', 'best', 'to', 'buy', 'within', 'the', 'range', 'of', '30000r']"
31199,0,Why do people choose to be transgender?,why do people choose to be transgender,"['WRB', 'VBP', 'NNS', 'VBP', 'TO', 'VB', 'JJ']","['why', 'do', 'people', 'choose', 'to', 'be', 'transgender']"
15332,0,what is the purple flower,what is the purple flower,"['WP', 'VBZ', 'DT', 'JJ', 'NN']","['what', 'be', 'the', 'purple', 'flower']"
9697,0,what is the size of grenada in square miles,what is the size of grenada in square miles,"['WP', 'VBZ', 'DT', 'NN', 'IN', 'NNP', 'IN', 'JJ', 'NNS']","['what', 'be', 'the', 'size', 'of', 'grenada', 'in', 'square', 'mile']"
36741,0,docetaxel is also known as,docetaxel is also known as,"['NN', 'VBZ', 'RB', 'VBN', 'IN']","['docetaxel', 'be', 'also', 'know', 'as']"
39980,0,what does h stand for in tires,what does h stand for in tires,"['WP', 'VBZ', 'PRP', 'VB', 'IN', 'IN', 'NNS']","['what', 'do', 'h', 'stand', 'for', 'in', 'tire']"
29571,0,What is tensile stress? How can you calculate it?,what is tensile stress how can you calculate it,"['WP', 'VBZ', 'JJ', 'NN', 'WRB', 'MD', 'PRP', 'VB', 'PRP']","['what', 'be', 'tensile', 'stress', 'how', 'can', 'you', 'calculate', 'it']"
22798,1,Which is the best book for core Java?,which is the best book for core java,"['WDT', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NN', 'NNP']","['which', 'be', 'the', 'best', 'book', 'for', 'core', 'java']"
28234,0,What are open auditions?,what are open auditions,"['WP', 'VBP', 'JJ', 'NNS']","['what', 'be', 'open', 'audition']"
26848,0,I am a straight guy who is attracted to feminine-looking guys as well as women. What could be the reason for this?,i am a straight guy who is attracted to feminine looking guys as well as women what could be the reason for this,"['PRP', 'VBP', 'DT', 'JJ', 'NN', 'WP', 'VBZ', 'VBN', 'IN', 'JJ', 'VBG', 'NNS', 'RB', 'RB', 'IN', 'NNS', 'WP', 'MD', 'VB', 'DT', 'NN', 'IN', 'DT']","['i', 'be', 'a', 'straight', 'guy', 'who', 'be', 'attract', 'to', 'feminine', 'look', 'guy', 'as', 'well', 'as', 'woman', 'what', 'could', 'be', 'the', 'reason', 'for', 'this']"
31539,0,Why is Jake Williams an atheist?,why is jake williams an atheist,"['WRB', 'VBZ', 'NNP', 'VBZ', 'DT', 'NN']","['why', 'be', 'jake', 'william', 'a', 'atheist']"
14206,0,are the  lake superior slate islands inhabited,are the lake superior slate islands inhabited,"['VBP', 'DT', 'JJ', 'JJ', 'NN', 'NNS', 'VBN']","['be', 'the', 'lake', 'superior', 'slate', 'island', 'inhabit']"
39963,0,what does grapes do to dogs,what does grapes do to dogs,"['WP', 'VBZ', 'NNS', 'VB', 'IN', 'NNS']","['what', 'do', 'grapes', 'do', 'to', 'dog']"
28335,1,What are some lesser-known musical gems from the 1960s?,what are some lesser known musical gems from the 1960s,"['WP', 'VBP', 'DT', 'JJR', 'VBN', 'JJ', 'NNS', 'IN', 'DT', 'NNS']","['what', 'be', 'some', 'lesser', 'know', 'musical', 'gem', 'from', 'the', '1960s']"
17757,0,what part of the plant leaves does photosynthesis take place,what part of the plant leaves does photosynthesis take place,"['WDT', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'VBZ', 'NN', 'VB', 'NN']","['what', 'part', 'of', 'the', 'plant', 'leave', 'do', 'photosynthesis', 'take', 'place']"
40182,0,what does machka mean,what does machka mean,"['WP', 'VBZ', 'PRP', 'VB']","['what', 'do', 'machka', 'mean']"
3889,0,where was the mountain scene in batman begins filmed,where was the mountain scene in batman begins filmed,"['WRB', 'VBD', 'DT', 'NN', 'NN', 'IN', 'NNP', 'VBZ', 'VBN']","['where', 'be', 'the', 'mountain', 'scene', 'in', 'batman', 'begin', 'film']"
21314,0,what is a bol considered in law enforcement,what is a bol considered in law enforcement,"['WP', 'VBZ', 'DT', 'NN', 'VBN', 'IN', 'NN', 'NN']","['what', 'be', 'a', 'bol', 'consider', 'in', 'law', 'enforcement']"
9358,0,who was the prime minister of india in 1967,who was the prime minister of india in 1967,"['WP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'IN', 'CD']","['who', 'be', 'the', 'prime', 'minister', 'of', 'india', 'in', '1967']"
36046,0,can you set google chrome as your default web browser,can you set google chrome as your default web browser,"['MD', 'PRP', 'VB', 'NNP', 'NN', 'IN', 'PRP$', 'NN', 'NN', 'NN']","['can', 'you', 'set', 'google', 'chrome', 'as', 'you', 'default', 'web', 'browser']"
40243,0,what does mre meal mean /,what does mre meal mean,"['WP', 'VBZ', 'NN', 'NN', 'VB']","['what', 'do', 'mre', 'meal', 'mean']"
29910,0,What is the Taj Mahal?,what is the taj mahal,"['WP', 'VBZ', 'DT', 'NNP', 'NN']","['what', 'be', 'the', 'taj', 'mahal']"
28248,0,What are resources I can use to know if I am emotionally abusive in a relationship?,what are resources i can use to know if i am emotionally abusive in a relationship,"['WP', 'VBP', 'NNS', 'PRP', 'MD', 'VB', 'TO', 'VB', 'IN', 'PRP', 'VBP', 'RB', 'JJ', 'IN', 'DT', 'NN']","['what', 'be', 'resource', 'i', 'can', 'use', 'to', 'know', 'if', 'i', 'be', 'emotionally', 'abusive', 'in', 'a', 'relationship']"
38979,0,what did african americans do after civil war,what did african americans do after civil war,"['WP', 'VBD', 'JJ', 'NNPS', 'VB', 'IN', 'JJ', 'NN']","['what', 'do', 'african', 'american', 'do', 'after', 'civil', 'war']"
1674,0,what organ system controls the eccrine sweat glands,what organ system controls the eccrine sweat glands,"['WDT', 'NN', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'NNS']","['what', 'organ', 'system', 'control', 'the', 'eccrine', 'sweat', 'gland']"
4266,0,what are the requirements for a person to become a naturalized u.s. citizen,what are the requirements for a person to become a naturalized u s citizen,"['WP', 'VBP', 'DT', 'NNS', 'IN', 'DT', 'NN', 'TO', 'VB', 'DT', 'VBN', 'NN', 'POS', 'NN']","['what', 'be', 'the', 'requirement', 'for', 'a', 'person', 'to', 'become', 'a', 'naturalize', 'u', ""'s"", 'citizen']"
30753,0,Which is Mahatma Gandhi's favourite song?,which is mahatma gandhi s favourite song,"['WDT', 'VBZ', 'NNP', 'NNP', 'POS', 'JJ', 'NN']","['which', 'be', 'mahatma', 'gandhi', ""'s"", 'favourite', 'song']"
37576,0,can an antacid with water cause a bad reaction in the stomach?,can an antacid with water cause a bad reaction in the stomach,"['MD', 'DT', 'NN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN']","['can', 'a', 'antacid', 'with', 'water', 'cause', 'a', 'bad', 'reaction', 'in', 'the', 'stomach']"
12954,0,how long after i eat does it come out in my breast milk,how long after i eat does it come out in my breast milk,"['WRB', 'RB', 'IN', 'PRP', 'VBP', 'VBZ', 'PRP', 'VB', 'RP', 'IN', 'PRP$', 'NN', 'NN']","['how', 'long', 'after', 'i', 'eat', 'do', 'it', 'come', 'out', 'in', 'my', 'breast', 'milk']"
24498,0,Has Ancient Egypt been scientifically tested?,has ancient egypt been scientifically tested,"['VBZ', 'JJ', 'NNP', 'VBN', 'RB', 'VBN']","['have', 'ancient', 'egypt', 'be', 'scientifically', 'test']"
12821,0,which side do i place avery easy peel labels in my printer,which side do i place avery easy peel labels in my printer,"['WDT', 'NN', 'VBP', 'PRP', 'VB', 'NNP', 'JJ', 'NN', 'NNS', 'IN', 'PRP$', 'NN']","['which', 'side', 'do', 'i', 'place', 'avery', 'easy', 'peel', 'label', 'in', 'my', 'printer']"
18998,1,where is the heaviest door in the world?,where is the heaviest door in the world,"['WRB', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'DT', 'NN']","['where', 'be', 'the', 'heaviest', 'door', 'in', 'the', 'world']"
25045,0,How can I tell if my boyfriend wants to have sex with me?,how can i tell if my boyfriend wants to have sex with me,"['WRB', 'MD', 'PRP', 'VB', 'IN', 'PRP$', 'NN', 'VBZ', 'TO', 'VB', 'NN', 'IN', 'PRP']","['how', 'can', 'i', 'tell', 'if', 'my', 'boyfriend', 'want', 'to', 'have', 'sex', 'with', 'I']"
6872,0,'where do the assassin''s creed games take place',where do the assassin s creed games take place,"['WRB', 'VBP', 'DT', 'NN', 'POS', 'NN', 'NNS', 'VB', 'NN']","['where', 'do', 'the', 'assassin', ""'s"", 'creed', 'game', 'take', 'place']"
882,0,when a baby is born with a veil,when a baby is born with a veil,"['WRB', 'DT', 'NN', 'VBZ', 'VBN', 'IN', 'DT', 'NN']","['when', 'a', 'baby', 'be', 'bear', 'with', 'a', 'veil']"
29077,0,What does the 缘分 mean in Chinese?,what does the mean in chinese,"['WP', 'VBZ', 'DT', 'NN', 'IN', 'NNP']","['what', 'do', 'the', 'mean', 'in', 'chinese']"
267,0,who does buffy end up with in the comics,who does buffy end up with in the comics,"['WP', 'VBZ', 'NNP', 'VB', 'RP', 'IN', 'IN', 'DT', 'NNS']","['who', 'do', 'buffy', 'end', 'up', 'with', 'in', 'the', 'comic']"
14630,0,what is special about a greg norman designed golf course,what is special about a greg norman designed golf course,"['WP', 'VBZ', 'JJ', 'IN', 'DT', 'NN', 'NN', 'VBN', 'NN', 'NN']","['what', 'be', 'special', 'about', 'a', 'greg', 'norman', 'design', 'golf', 'course']"
29104,0,What exactly is Samsung Knox?,what exactly is samsung knox,"['WP', 'RB', 'VBZ', 'NNP', 'NNP']","['what', 'exactly', 'be', 'samsung', 'knox']"
39989,0,what does hamburger mean in a dream,what does hamburger mean in a dream,"['WP', 'VBZ', 'NN', 'VB', 'IN', 'DT', 'NN']","['what', 'do', 'hamburger', 'mean', 'in', 'a', 'dream']"
18922,0,what does a stressless couch cost,what does a stressless couch cost,"['WP', 'VBZ', 'DT', 'JJ', 'NN', 'NN']","['what', 'do', 'a', 'stressless', 'couch', 'cost']"
18182,0,what percentage of household water use is during peak demand?,what percentage of household water use is during peak demand,"['WDT', 'NN', 'IN', 'NN', 'NN', 'NN', 'VBZ', 'IN', 'NN', 'NN']","['what', 'percentage', 'of', 'household', 'water', 'use', 'be', 'during', 'peak', 'demand']"
38291,0,what century did the reformation happen,what century did the reformation happen,"['WDT', 'NN', 'VBD', 'DT', 'NN', 'VB']","['what', 'century', 'do', 'the', 'reformation', 'happen']"
8400,0,where does the term third reich come from,where does the term third reich come from,"['WRB', 'VBZ', 'DT', 'NN', 'JJ', 'NN', 'VB', 'IN']","['where', 'do', 'the', 'term', 'third', 'reich', 'come', 'from']"
24858,0,How can I improve my writing skills for writing a book?,how can i improve my writing skills for writing a book,"['WRB', 'MD', 'PRP', 'VB', 'PRP$', 'NN', 'NNS', 'IN', 'VBG', 'DT', 'NN']","['how', 'can', 'i', 'improve', 'my', 'writing', 'skill', 'for', 'write', 'a', 'book']"
11658,1,are gaming keyboards better than regular keyboards,are gaming keyboards better than regular keyboards,"['VBP', 'VBG', 'NNS', 'JJR', 'IN', 'JJ', 'NNS']","['be', 'game', 'keyboard', 'better', 'than', 'regular', 'keyboard']"
20657,0,do box.tirtles stink,do box tirtles stink,"['VB', 'NN', 'NNS', 'VB']","['do', 'box', 'tirtle', 'stink']"
