sentence_id,words,labels
918,bike,OBJ
921,what,O
921,is,O
921,the,O
921,difference,PRED
921,between,O
921,uber,OBJ
921,x,OBJ
921,and,O
921,uber,OBJ
921,xl,OBJ
922,what,O
922,is,O
922,the,O
922,best,PRED
922,comic,OBJ
922,book,OBJ
923,which,O
923,is,O
923,the,O
923,best,PRED
923,way,OBJ
923,to,OBJ
923,prepare,OBJ
923,yourself,OBJ
923,for,OBJ
923,c,OBJ
923,a,OBJ
924,during,O
924,what,O
924,time,OBJ
924,of,OBJ
924,the,OBJ
924,year,OBJ
924,is,O
924,the,O
924,arctic,ASP
924,sea,ASP
924,ice,ASP
924,extent,ASP
924,normally,ASP
924,at,O
924,its,O
924,lowest,PRED
925,which,O
925,has,O
925,a,O
925,higher,PRED
925,cost,OBJ
925,concrete,OBJ
925,vs,O
925,wood,OBJ
925,floors,OBJ
925,foundations,OBJ
925,nz,O
926,are,O
926,book,OBJ
926,reviews,OBJ
926,on,OBJ
926,goodreads,OBJ
926,worth,O
926,reading,O
926,compared,PRED
926,to,PRED
926,book,O
926,reviews,OBJ
926,on,OBJ
926,amazon,OBJ
928,which,O
928,is,O
928,the,O
928,best,PRED
928,book,OBJ
928,for,OBJ
928,preparing,OBJ
928,gate,OBJ
928,in,OBJ
928,instrumentation,OBJ
928,engineering,OBJ
929,which,O
929,courses,OBJ
929,are,O
929,best,PRED
929,to,O
929,choose,O
929,after,O
929,2nd,ASP
929,year,ASP
929,puc,ASP
929,in,ASP
929,the,ASP
929,field,ASP
929,of,ASP
929,biology,ASP
930,what,O
930,s,O
930,harder,PRED
930,shuffling,OBJ
930,a,OBJ
930,sorted,OBJ
930,deck,OBJ
930,or,O
930,sorting,OBJ
930,a,OBJ
930,shuffled,OBJ
930,one,OBJ
932,what,O
932,are,O
932,the,O
932,advantages,PRED
932,and,PRED
932,disadvantages,PRED
932,of,O
932,dynamic,OBJ
932,programming,OBJ
933,what,O
933,college,OBJ
933,coach,OBJ
933,has,O
933,the,O
933,highest,PRED
933,number,ASP
933,of,ASP
933,wins,ASP
933,in,ASP
933,football,ASP
934,what,O
934,is,O
934,the,O
934,difference,PRED
934,between,O
934,parasitic,OBJ
934,and,O
934,protozoan,OBJ
935,which,O
935,books,OBJ
935,should,O
935,i,O
935,read,O
935,does,O
935,it,O
935,really,O
935,change,O
935,your,O
935,life,O
936,what,O
936,was,O
936,the,O
936,best,PRED
936,advice,OBJ
936,you,OBJ
936,ve,OBJ
936,ever,OBJ
936,received,OBJ
939,what,O
939,is,O
939,the,O
939,best,PRED
939,way,OBJ
939,to,OBJ
939,stay,OBJ
939,young,OBJ
939,after,OBJ
939,50,OBJ
940,which,O
940,major,OBJ
940,movies,OBJ
940,have,O
940,the,O
940,biggest,PRED
940,plot,ASP
940,holes,ASP
941,is,O
941,olive,OBJ
941,oil,OBJ
941,the,O
941,same,PRED
941,as,O
941,vegetable,OBJ
941,oil,OBJ
942,what,O
942,are,O
942,the,O
942,best,PRED
942,tires,OBJ
943,what,O
943,are,O
943,some,O
943,great,PRED
943,ways,OBJ
943,to,OBJ
943,improve,OBJ
943,your,OBJ
943,stream,OBJ
944,what,O
944,s,O
944,the,O
944,best,PRED
944,age,OBJ
944,to,OBJ
944,lose,OBJ
944,virginity,OBJ
944,for,OBJ
944,a,OBJ
944,woman,OBJ
945,who,OBJ
945,has,O
945,been,ASP
945,to,ASP
945,the,O
945,most,PRED
945,world,ASP
945,cup,ASP
945,finals,ASP
946,how,O
946,is,O
946,unix,OBJ
946,different,PRED
946,from,O
946,windows,OBJ
947,who,OBJ
947,will,O
947,win,PRED
947,the,O
947,world,ASP
947,cup,ASP
947,2014,ASP
948,why,O
948,is,O
948,concrete,OBJ
948,best,PRED
948,for,ASP
948,skateparks,ASP
949,what,O
949,is,O
949,best,PRED
949,misal,OBJ
949,pav,OBJ
949,spot,OBJ
949,in,OBJ
949,swargate,OBJ
949,pune,OBJ
949,area,OBJ
950,which,O
950,geographic,OBJ
950,region,OBJ
950,contains,O
950,georgia,ASP
950,s,ASP
950,highest,PRED
950,of,O
950,population,ASP
951,what,O
951,is,O
951,the,O
951,best,PRED
951,price,OBJ
951,on,OBJ
951,lorazepam,OBJ
953,what,O
953,is,O
953,the,O
953,best,PRED
953,beginner,OBJ
953,friendly,OBJ
953,book,OBJ
953,on,OBJ
953,python,OBJ
955,what,O
955,books,OBJ
955,should,O
955,a,O
955,teenager,ASP
955,read,ASP
956,what,O
956,s,O
956,the,O
956,difference,PRED
956,between,O
956,a,O
956,18,OBJ
956,55mm,OBJ
956,and,O
956,a,O
956,55,OBJ
956,200mm,OBJ
956,lens,OBJ
956,for,O
956,a,O
956,nikon,O
956,d3300,O
957,what,O
957,was,O
957,the,O
957,significance,O
957,of,O
957,the,O
957,battle,OBJ
957,of,OBJ
957,somme,OBJ
957,and,O
957,how,O
957,did,O
957,this,O
957,battle,O
957,compare,PRED
957,and,PRED
957,contrast,PRED
957,to,O
957,the,O
957,battle,OBJ
957,of,OBJ
957,nanshan,OBJ
958,what,O
958,is,O
958,the,O
958,most,PRED
958,secure,ASP
958,network,OBJ
958,topology,OBJ
959,what,O
959,are,O
959,the,O
959,strongest,PRED
959,arguments,OBJ
959,for,OBJ
959,and,OBJ
959,against,OBJ
959,the,OBJ
959,war,OBJ
959,on,OBJ
959,drugs,OBJ
961,what,O
961,was,O
961,the,O
961,weirdest,PRED
961,thing,OBJ
961,you,OBJ
961,ve,OBJ
961,seen,OBJ
961,your,OBJ
961,child,OBJ
961,do,OBJ
962,who,OBJ
962,has,O
962,the,O
962,most,PRED
962,home,ASP
962,runs,ASP
962,as,ASP
962,a,ASP
962,rookie,ASP
962,ever,O
963,what,O
963,is,O
963,the,O
963,difference,PRED
963,between,O
963,being,OBJ
963,in,OBJ
963,love,OBJ
963,and,O
963,having,OBJ
963,a,OBJ
963,crush,OBJ
965,what,O
965,is,O
965,the,O
965,difference,PRED
965,between,O
965,drying,OBJ
965,and,O
965,evaporation,OBJ
966,what,O
966,are,O
966,the,O
966,best,PRED
966,books,OBJ
966,for,O
966,studying,ASP
966,machine,ASP
966,learning,ASP
968,which,O
968,is,O
968,the,O
968,best,PRED
968,resort,OBJ
968,for,OBJ
968,honeymoon,OBJ
968,in,OBJ
968,kerala,OBJ
969,what,O
969,are,O
969,some,PRED
969,good,PRED
969,songs,OBJ
969,to,OBJ
969,listen,OBJ
969,to,OBJ
969,when,OBJ
969,depressed,OBJ
970,want,O
970,to,O
970,enroll,ASP
970,for,ASP
970,design,ASP
970,for,ASP
970,test,ASP
970,course,ASP
970,which,O
970,training,OBJ
970,centre,OBJ
970,is,O
970,good,PRED
972,which,O
972,is,O
972,a,O
972,suitable,ASP
972,inpatient,OBJ
972,drug,OBJ
972,and,OBJ
972,alcohol,OBJ
972,rehab,OBJ
972,center,OBJ
972,near,OBJ
972,upson,OBJ
972,county,OBJ
972,ga,OBJ
973,how,O
973,does,O
973,the,O
973,jewish,OBJ
973,calendar,OBJ
973,compared,PRED
973,to,PRED
973,our,OBJ
973,calendar,OBJ
974,what,O
974,is,O
974,the,O
974,oldest,PRED
974,book,OBJ
974,still,OBJ
974,in,OBJ
974,existence,OBJ
975,what,O
975,is,O
975,difference,PRED
975,between,O
975,package,OBJ
975,and,O
975,repository,OBJ
976,who,OBJ
976,has,O
976,scored,ASP
976,most,PRED
976,goals,ASP
976,in,ASP
976,international,ASP
976,football,ASP
977,what,O
977,came,ASP
977,first,PRED
977,software,OBJ
977,or,O
977,hardware,OBJ
978,who,O
978,was,O
978,the,O
978,first,PRED
978,african,OBJ
978,american,OBJ
978,to,O
978,play,ASP
978,in,ASP
978,baseball,ASP
978,s,ASP
978,major,ASP
978,leagues,ASP
979,who,O
979,was,O
979,the,O
979,first,PRED
979,indian,OBJ
979,actress,OBJ
979,to,O
979,receive,ASP
979,the,ASP
979,padma,ASP
979,shri,ASP
979,award,ASP
980,for,O
980,fruit,ASP
980,trees,ASP
980,is,O
980,it,O
980,better,PRED
980,to,O
980,plant,OBJ
980,a,OBJ
980,single,OBJ
980,multigrafted,OBJ
980,tree,OBJ
980,or,O
980,multiple,OBJ
980,trees,OBJ
980,in,OBJ
980,one,OBJ
980,hole,OBJ
981,what,O
981,is,O
981,the,O
981,main,PRED
981,difference,PRED
981,between,O
981,the,O
981,alpine,OBJ
981,tundra,OBJ
981,and,O
981,the,O
981,arctic,OBJ
981,tundra,OBJ
981,quizlet,O
984,what,O
984,are,O
984,the,O
984,best,PRED
984,places,OBJ
984,to,OBJ
984,recommend,OBJ
984,foreigners,OBJ
984,to,OBJ
984,visit,OBJ
984,in,OBJ
984,nepal,OBJ
985,is,O
985,micrograms,OBJ
985,smaller,PRED
985,than,O
985,milligrams,OBJ
987,which,O
987,college,O
987,is,O
987,better,PRED
987,daviet,OBJ
987,jalandhar,OBJ
987,or,O
987,uiet,OBJ
987,kurukshetra,OBJ
988,which,O
988,is,O
988,safer,PRED
988,for,O
988,tourists,ASP
988,india,OBJ
988,or,O
988,china,OBJ
989,what,O
989,is,O
989,the,O
989,best,PRED
989,software,OBJ
989,for,O
989,making,ASP
989,furniture,ASP
989,assembly,ASP
989,videos,ASP
991,what,O
991,are,O
991,biggest,PRED
991,secrets,OBJ
991,of,OBJ
991,aghori,OBJ
991,sadhus,OBJ
993,what,O
993,are,O
993,some,PRED
993,good,PRED
993,engineering,OBJ
993,colleges,OBJ
993,in,OBJ
993,mumbai,OBJ
993,for,O
993,automobile,ASP
993,engineering,ASP
994,what,O
994,is,O
994,the,O
994,difference,PRED
994,between,O
994,current,OBJ
994,accounts,OBJ
994,and,O
994,financial,OBJ
994,accounts,OBJ
995,what,O
995,is,O
995,the,O
995,difference,PRED
995,between,O
995,paypal,OBJ
995,apple,OBJ
995,pay,OBJ
995,and,O
995,google,OBJ
995,wallet,OBJ
996,what,O
996,s,O
996,the,O
996,best,PRED
996,way,OBJ
996,to,OBJ
996,buy,OBJ
996,a,OBJ
996,used,OBJ
996,car,OBJ
997,what,O
997,are,O
997,some,PRED
997,of,O
997,the,O
997,most,PRED
997,recommended,ASP
997,places,OBJ
997,to,OBJ
997,visit,OBJ
997,in,OBJ
997,iceland,OBJ
998,what,O
998,is,O
998,the,O
998,best,PRED
998,book,OBJ
998,to,OBJ
998,learn,OBJ
998,about,OBJ
998,human,OBJ
998,behaviour,OBJ
999,who,O
999,was,O
999,first,PRED
999,doctor,OBJ
999,fate,OBJ
999,or,O
999,doctor,OBJ
999,strange,OBJ
1002,who,O
1002,will,O
1002,win,PRED
1002,a,O
1002,war,ASP
1002,between,O
1002,china,OBJ
1002,and,O
1002,japan,OBJ
1004,which,O
1004,is,O
1004,correct,PRED
1004,as,OBJ
1004,of,OBJ
1004,now,OBJ
1004,i,OBJ
1004,still,OBJ
1004,hadn,OBJ
1004,t,OBJ
1004,received,OBJ
1004,a,OBJ
1004,response,OBJ
1004,or,O
1004,as,OBJ
1004,of,OBJ
1004,now,OBJ
1004,i,OBJ
1004,still,OBJ
1004,haven,OBJ
1004,t,OBJ
1004,received,OBJ
1004,a,OBJ
1004,response,OBJ
1006,what,O
1006,are,O
1006,the,O
1006,best,PRED
1006,books,OBJ
1006,that,O
1006,one,ASP
1006,can,ASP
1006,read,ASP
1006,to,ASP
1006,know,ASP
1006,about,ASP
1006,marketing,ASP
1006,skills,ASP
1007,what,O
1007,is,O
1007,the,O
1007,best,PRED
1007,book,OBJ
1007,to,OBJ
1007,refer,OBJ
1007,for,OBJ
1007,national,OBJ
1007,income,OBJ
1007,accounting,OBJ
1007,for,OBJ
1007,upsc,OBJ
1009,what,O
1009,are,O
1009,the,O
1009,best,PRED
1009,ways,OBJ
1009,to,OBJ
1009,lose,OBJ
1009,weight,OBJ
1009,what,O
1009,is,O
1009,the,O
1009,best,O
1009,diet,O
1009,plan,O
1010,super,ASP
1010,smash,ASP
1010,bros,ASP
1010,brawl,ASP
1010,what,O
1010,is,O
1010,the,O
1010,best,PRED
1010,strategy,OBJ
1010,against,OBJ
1010,jigglypuff,OBJ
1015,what,O
1015,are,O
1015,the,O
1015,best,PRED
1015,ways,OBJ
1015,to,OBJ
1015,make,OBJ
1015,money,OBJ
1015,online,OBJ
1017,which,O
1017,type,OBJ
1017,of,OBJ
1017,movement,OBJ
1017,is,O
1017,the,O
1017,most,PRED
1017,complex,ASP
1017,and,ASP
1017,is,ASP
1017,integrated,ASP
1017,in,ASP
1017,the,ASP
1017,cerebral,ASP
1017,cortex,ASP
1018,what,O
1018,are,O
1018,the,O
1018,best,PRED
1018,books,OBJ
1018,for,OBJ
1018,ugc,OBJ
1018,net,OBJ
1018,commerce,OBJ
1019,what,O
1019,are,O
1019,some,PRED
1019,of,O
1019,the,O
1019,best,PRED
1019,answers,OBJ
1020,who,O
1020,who,O
1020,is,O
1020,the,O
1020,tallest,PRED
1020,woman,OBJ
1020,in,OBJ
1020,the,OBJ
1020,world,OBJ
1021,what,O
1021,s,O
1021,the,O
1021,difference,PRED
1021,between,O
1021,texas,OBJ
1021,holdem,OBJ
1021,and,O
1021,poker,OBJ
1022,what,O
1022,is,O
1022,the,O
1022,largest,PRED
1022,tree,OBJ
1022,in,OBJ
1022,georgia,OBJ
1023,what,O
1023,brand,OBJ
1023,of,OBJ
1023,dry,OBJ
1023,cat,OBJ
1023,food,OBJ
1023,is,O
1023,the,O
1023,most,PRED
1023,popular,ASP
1023,with,ASP
1023,picky,ASP
1023,eaters,ASP
1024,what,O
1024,are,O
1024,the,O
1024,some,PRED
1024,of,O
1024,the,O
1024,most,PRED
1024,interesting,ASP
1024,secret,OBJ
1024,santa,OBJ
1024,gift,OBJ
1024,exchange,OBJ
1024,ideas,OBJ
1025,who,OBJ
1025,has,O
1025,won,O
1025,the,O
1025,most,PRED
1025,gold,ASP
1025,medals,ASP
1025,at,ASP
1025,one,ASP
1025,olympics,ASP
1026,what,O
1026,is,O
1026,the,O
1026,easiest,PRED
1026,way,OBJ
1026,to,OBJ
1026,start,OBJ
1026,a,OBJ
1026,startup,OBJ
1027,what,O
1027,is,O
1027,the,O
1027,best,PRED
1027,video,OBJ
1027,format,OBJ
1027,to,O
1027,use,ASP
1027,for,ASP
1027,youtube,ASP
1028,which,O
1028,are,O
1028,some,PRED
1028,of,O
1028,the,O
1028,biggest,PRED
1028,mistakes,OBJ
1028,you,OBJ
1028,have,OBJ
1028,made,OBJ
1028,in,OBJ
1028,your,OBJ
1028,love,OBJ
1028,life,OBJ
1030,what,O
1030,are,O
1030,the,O
1030,differences,PRED
1030,between,O
1030,multi,OBJ
1030,threading,OBJ
1030,vs,O
1030,interrupt,OBJ
1030,handlers,OBJ
1032,which,O
1032,azos,OBJ
1032,clean,ASP
1032,your,ASP
1032,system,ASP
1032,faster,PRED
1033,what,O
1033,is,O
1033,the,O
1033,most,PRED
1033,important,ASP
1033,gas,OBJ
1033,in,OBJ
1033,the,OBJ
1033,greenhouse,OBJ
1033,effect,OBJ
1034,what,O
1034,are,O
1034,differences,PRED
1034,between,O
1034,biodegradable,OBJ
1034,and,O
1034,nonbiodegradable,OBJ
1034,wastes,OBJ
1035,which,O
1035,are,O
1035,the,O
1035,major,OBJ
1035,highways,OBJ
1035,in,OBJ
1035,california,OBJ
1035,and,O
1035,how,O
1035,are,O
1035,they,O
1035,compared,PRED
1035,to,PRED
1035,the,O
1035,major,OBJ
1035,highways,OBJ
1035,in,OBJ
1035,iowa,OBJ
1036,who,OBJ
1036,had,O
1036,the,O
1036,most,PRED
1036,followers,ASP
1036,on,ASP
1036,instagram,ASP
1036,2017,ASP
1037,who,OBJ
1037,has,O
1037,had,ASP
1037,the,O
1037,most,PRED
1037,top,ASP
1037,10,ASP
1037,hits,ASP
1038,what,O
1038,is,O
1038,the,O
1038,most,PRED
1038,likely,ASP
1038,way,OBJ
1038,scientist,OBJ
1038,will,OBJ
1038,find,OBJ
1038,extraterrestial,OBJ
1038,life,OBJ
1039,what,O
1039,is,O
1039,the,O
1039,best,PRED
1039,php,O
1039,framework,OBJ
1039,to,OBJ
1039,learn,OBJ
1039,after,OBJ
1039,learning,OBJ
1039,laravel,OBJ
1042,what,O
1042,is,O
1042,the,O
1042,tallest,PRED
1042,mt,OBJ
1042,in,OBJ
1042,the,OBJ
1042,world,OBJ
1043,where,O
1043,do,O
1043,the,O
1043,best,PRED
1043,quality,ASP
1043,emeralds,OBJ
1043,come,O
1043,from,O
1044,what,O
1044,s,O
1044,the,O
1044,best,PRED
1044,laptop,OBJ
1044,i,OBJ
1044,can,OBJ
1044,buy,OBJ
1044,as,OBJ
1044,a,OBJ
1044,cs,OBJ
1044,student,OBJ
1045,what,O
1045,are,O
1045,the,O
1045,strengths,PRED
1045,of,O
1045,immersive,OBJ
1045,coding,OBJ
1045,learning,OBJ
1047,what,O
1047,is,O
1047,the,O
1047,most,PRED
1047,common,ASP
1047,place,OBJ
1047,for,OBJ
1047,basal,OBJ
1047,cell,OBJ
1047,carcinoma,OBJ
1048,which,O
1048,indian,OBJ
1048,state,OBJ
1048,shares,ASP
1048,its,ASP
1048,boundary,ASP
1048,with,O
1048,the,O
1048,most,PRED
1048,number,ASP
1048,of,ASP
1048,states,ASP
1048,or,ASP
1048,union,ASP
1048,territories,ASP
1051,as,O
1051,of,O
1051,march,O
1051,2014,O
1051,which,O
1051,is,O
1051,the,O
1051,better,PRED
1051,gaming,O
1051,console,O
1051,on,O
1051,the,O
1051,market,O
1051,sony,OBJ
1051,s,OBJ
1051,ps4,OBJ
1051,or,O
1051,microsoft,OBJ
1051,s,OBJ
1051,xbox,OBJ
1051,one,OBJ
1052,who,OBJ
1052,score,ASP
1052,the,O
1052,most,PRED
1052,goal,ASP
1052,in,ASP
1052,world,ASP
1052,cup,ASP
1054,what,O
1054,are,O
1054,some,PRED
1054,must,ASP
1054,watch,ASP
1054,indian,OBJ
1054,short,OBJ
1054,movies,OBJ
1054,films,OBJ
1056,what,O
1056,is,O
1056,the,O
1056,difference,PRED
1056,between,O
1056,a,O
1056,lawyer,OBJ
1056,and,O
1056,an,O
1056,attorney,OBJ
1056,in,OBJ
1056,south,OBJ
1056,africa,OBJ
1058,where,O
1058,is,O
1058,the,O
1058,baraka,OBJ
1058,river,OBJ
1058,located,O
1058,and,O
1058,how,O
1058,does,O
1058,it,O
1058,compare,PRED
1058,to,O
1058,the,O
1058,volga,OBJ
1058,river,OBJ
1059,which,O
1059,is,O
1059,better,PRED
1059,self,OBJ
1059,drive,OBJ
1059,vs,O
1059,guided,OBJ
1059,safari,OBJ
1059,in,OBJ
1059,southern,OBJ
1059,africa,OBJ
1061,what,O
1061,are,O
1061,the,O
1061,strengths,PRED
1061,and,PRED
1061,weaknesses,PRED
1061,of,O
1061,infosys,OBJ
1064,is,O
1064,obama,OBJ
1064,the,O
1064,coolest,PRED
1064,president,ASP
1065,what,O
1065,s,O
1065,the,O
1065,difference,PRED
1065,between,O
1065,de,OBJ
1065,jure,OBJ
1065,and,O
1065,de,OBJ
1065,facto,OBJ
1067,which,O
1067,is,O
1067,the,O
1067,best,PRED
1067,movie,OBJ
1067,ever,OBJ
1069,which,O
1069,book,OBJ
1069,is,O
1069,good,PRED
1069,for,O
1069,maths,ASP
1069,ssc,ASP
1069,cgl,ASP
1070,which,O
1070,is,O
1070,the,O
1070,highest,PRED
1070,peak,O
1070,of,O
1070,india,O
1070,k2,OBJ
1070,or,O
1070,kachenjungha,OBJ
1072,what,O
1072,smart,OBJ
1072,watch,OBJ
1072,would,O
1072,be,O
1072,the,O
1072,best,PRED
1072,for,O
1072,people,ASP
1072,who,ASP
1072,are,ASP
1072,active,ASP
1072,want,ASP
1072,a,ASP
1072,good,ASP
1072,looking,ASP
1072,watch,ASP
1072,and,ASP
1072,has,ASP
1072,a,ASP
1072,good,ASP
1072,software,ASP
1073,what,O
1073,is,O
1073,the,O
1073,best,PRED
1073,programming,OBJ
1073,language,OBJ
1073,nowadays,OBJ
1074,where,OBJ
1074,does,O
1074,most,PRED
1074,farming,ASP
1074,take,ASP
1074,place,ASP
1074,in,ASP
1074,china,ASP
1076,what,O
1076,are,O
1076,the,O
1076,benefits,PRED
1076,of,O
1076,calcium,OBJ
1076,vitamin,OBJ
1078,what,O
1078,is,O
1078,the,O
1078,best,PRED
1078,language,OBJ
1078,to,O
1078,learn,ASP
1078,programming,ASP
1079,how,O
1079,smart,ASP
1079,was,O
1079,steve,OBJ
1079,jobs,OBJ
1079,compared,PRED
1079,to,PRED
1079,mark,OBJ
1079,zuckerberg,OBJ
1080,what,O
1080,is,O
1080,the,O
1080,best,PRED
1080,way,OBJ
1080,to,OBJ
1080,learn,OBJ
1080,javascript,OBJ
1081,what,O
1081,are,O
1081,the,O
1081,latest,PRED
1081,topics,OBJ
1081,of,OBJ
1081,research,OBJ
1081,in,OBJ
1081,petroleum,OBJ
1081,engineering,OBJ
1082,what,O
1082,is,O
1082,the,O
1082,difference,PRED
1082,between,O
1082,full,OBJ
1082,wave,OBJ
1082,rectifier,OBJ
1082,and,O
1082,bridge,OBJ
1082,rectifier,OBJ
1085,who,O
1085,is,O
1085,the,O
1085,top,PRED
1085,selling,ASP
1085,female,OBJ
1085,artist,OBJ
1085,of,OBJ
1085,all,OBJ
1085,time,OBJ
1086,do,O
1086,you,O
1086,feel,O
1086,that,O
1086,the,O
1086,life,OBJ
1086,in,OBJ
1086,your,OBJ
1086,country,OBJ
1086,has,O
1086,changed,O
1086,alot,O
1086,since,OBJ
1086,2000,OBJ
1089,what,O
1089,are,O
1089,the,O
1089,most,PRED
1089,popular,ASP
1089,kitchen,OBJ
1089,cabinets,OBJ
1090,do,O
1090,employees,OBJ
1090,at,OBJ
1090,l,OBJ
1090,brands,OBJ
1090,have,O
1090,a,O
1090,good,PRED
1090,work,ASP
1090,life,ASP
1090,balance,ASP
1090,does,O
1090,this,O
1090,differ,O
1090,across,O
1090,positions,O
1090,and,O
1090,departments,O
1091,what,O
1091,is,O
1091,the,O
1091,difference,PRED
1091,between,O
1091,vedas,OBJ
1091,upanisads,OBJ
1091,and,O
1091,puranas,OBJ
1094,what,O
1094,are,O
1094,the,O
1094,most,PRED
1094,popular,ASP
1094,places,OBJ
1094,afro,OBJ
1094,americans,OBJ
1094,visit,OBJ
1095,which,O
1095,are,O
1095,the,O
1095,best,PRED
1095,men,O
1095,s,O
1095,colognes,OBJ
1095,to,OBJ
1095,attract,OBJ
1095,women,OBJ
1098,what,O
1098,are,O
1098,the,O
1098,best,PRED
1098,tricks,OBJ
1098,to,OBJ
1098,remember,OBJ
1098,what,OBJ
1098,you,OBJ
1098,read,OBJ
1099,what,O
1099,are,O
1099,the,O
1099,best,PRED
1099,site,OBJ
1099,to,OBJ
1099,write,OBJ
1099,blog,OBJ
1102,what,O
1102,is,O
1102,the,O
1102,best,PRED
1102,time,OBJ
1102,of,OBJ
1102,day,OBJ
1102,to,OBJ
1102,have,OBJ
1102,sex,OBJ
1103,who,OBJ
1103,wins,O
1103,the,O
1103,most,PRED
1103,medals,ASP
1103,at,ASP
1103,the,ASP
1103,winter,ASP
1103,olympics,ASP
1105,what,O
1105,is,O
1105,the,O
1105,easy,PRED
1105,way,OBJ
1105,to,OBJ
1105,make,OBJ
1105,money,OBJ
1105,online,OBJ
1106,what,O
1106,s,O
1106,the,O
1106,difference,PRED
1106,between,O
1106,a,O
1106,merchant,OBJ
1106,account,OBJ
1106,and,O
1106,stripe,OBJ
1107,what,O
1107,is,O
1107,the,O
1107,difference,PRED
1107,between,O
1107,canapes,OBJ
1107,and,O
1107,hors,OBJ
1107,d,OBJ
1107,oeuvres,OBJ
1108,what,O
1108,are,O
1108,the,O
1108,similarities,PRED
1108,between,O
1108,american,OBJ
1108,english,OBJ
1108,and,O
1108,british,OBJ
1108,english,OBJ
1109,what,O
1109,is,O
1109,the,O
1109,most,PRED
1109,common,ASP
1109,cause,OBJ
1109,of,OBJ
1109,outbreak,OBJ
1109,of,OBJ
1109,diarrhea,OBJ
1109,in,OBJ
1109,day,OBJ
1109,care,OBJ
1110,who,O
1110,has,O
1110,won,O
1110,the,O
1110,most,PRED
1110,games,ASP
1110,between,O
1110,real,OBJ
1110,madrid,OBJ
1110,and,O
1110,barcelona,OBJ
1111,what,O
1111,is,O
1111,the,O
1111,difference,PRED
1111,between,O
1111,a,O
1111,democracy,OBJ
1111,and,O
1111,a,O
1111,non,OBJ
1111,democracy,OBJ
1114,what,O
1114,would,O
1114,be,O
1114,the,O
1114,most,PRED
1114,obvious,O
1114,difference,O
1114,between,O
1114,the,O
1114,human,OBJ
1114,brain,OBJ
1114,and,O
1114,the,O
1114,brain,OBJ
1114,of,OBJ
1114,a,OBJ
1114,fish,OBJ
1116,what,O
1116,weapons,OBJ
1116,would,O
1116,be,O
1116,most,PRED
1116,effective,ASP
1116,in,ASP
1116,a,ASP
1116,zombie,ASP
1116,apocalypse,ASP
1117,what,O
1117,is,O
1117,the,O
1117,difference,PRED
1117,between,O
1117,c5,OBJ
1117,and,O
1117,c6,OBJ
1117,christmas,OBJ
1117,lights,OBJ
1118,what,O
1118,are,O
1118,the,O
1118,differences,PRED
1118,between,O
1118,rails,OBJ
1118,2,OBJ
1118,x,OBJ
1118,and,OBJ
1118,conventions,OBJ
1118,vs,O
1118,enterprise,OBJ
1118,architecture,OBJ
1119,what,O
1119,is,O
1119,the,O
1119,highest,PRED
1119,point,OBJ
1119,in,OBJ
1119,chester,OBJ
1119,county,OBJ
1119,pa,OBJ
1120,who,O
1120,is,O
1120,your,ASP
1120,favorite,PRED
1120,youtuber,OBJ
1121,what,O
1121,are,O
1121,some,PRED
1121,of,O
1121,the,O
1121,best,PRED
1121,ways,OBJ
1121,to,OBJ
1121,wish,OBJ
1121,someone,OBJ
1121,a,OBJ
1121,happy,OBJ
1121,birthday,OBJ
1121,on,OBJ
1121,a,OBJ
1121,call,OBJ
1125,flying,O
1125,what,O
1125,are,O
1125,the,O
1125,most,PRED
1125,interesting,ASP
1125,things,OBJ
1125,that,OBJ
1125,have,OBJ
1125,happened,OBJ
1125,on,OBJ
1125,an,OBJ
1125,airplane,OBJ
1126,who,O
1126,is,O
1126,the,O
1126,most,PRED
1126,followed,ASP
1126,person,OBJ
1126,on,OBJ
1126,earth,OBJ
1127,which,O
1127,was,O
1127,the,O
1127,most,PRED
1127,important,ASP
1127,effect,OBJ
1127,of,OBJ
1127,the,OBJ
1127,bessemer,OBJ
1127,process,OBJ
1128,what,O
1128,is,O
1128,better,PRED
1128,windows,OBJ
1128,or,O
1128,linuix,OBJ
1128,also,O
1128,ease,ASP
1128,of,ASP
1128,use,ASP
1129,super,ASP
1129,smash,ASP
1129,bros,ASP
1129,brawl,ASP
1129,what,O
1129,is,O
1129,the,O
1129,best,PRED
1129,strategy,OBJ
1129,against,OBJ
1129,marth,OBJ
1130,are,O
1130,dogs,OBJ
1130,better,PRED
1130,than,O
1130,humans,OBJ
1132,what,O
1132,is,O
1132,the,O
1132,most,PRED
1132,popular,ASP
1132,name,OBJ
1132,in,OBJ
1132,asia,OBJ
1133,what,O
1133,are,O
1133,the,O
1133,top,PRED
1133,10,PRED
1133,best,PRED
1133,songs,OBJ
1133,with,O
1133,over,ASP
1133,a,ASP
1133,billion,ASP
1133,views,ASP
1134,what,O
1134,is,O
1134,the,O
1134,coolest,PRED
1134,thing,OBJ
1134,you,OBJ
1134,ve,OBJ
1134,done,OBJ
1134,with,OBJ
1134,a,OBJ
1134,raspberry,OBJ
1134,pi,OBJ
1135,which,O
1135,is,O
1135,the,O
1135,best,PRED
1135,place,OBJ
1135,to,OBJ
1135,visit,OBJ
1135,in,OBJ
1135,goa,OBJ
1138,what,O
1138,land,OBJ
1138,mammal,OBJ
1138,holds,O
1138,the,O
1138,record,O
1138,for,O
1138,the,O
